cluster	x	y	z	intensity	temperature	label
Lyra	17.849	-20.538	39.448	50.2302	375.7464	Lyra-00357
Cygnus	46.6586	29.6707	-43.7084	76.7482	414.798	Cygnus-00358
Hydra	-8.5177	-37.1437	-39.8454	61.1635	387.7741	Hydra-00359
Orion	-58.1658	15.4451	21.833	70.4757	408.863	Orion-00360
Lyra	38.425	-20.7989	57.8398	80.85	425.7769	Lyra-00361
Cygnus	26.4856	43.0467	-15.2598	54.5906	373.5337	Cygnus-00362
Hydra	-5.4608	-48.3143	-50.9146	71.2068	397.7721	Hydra-00363
Orion	-51.4002	14.2197	9.0776	62.317	378.276	Orion-00364
Lyra	29.9325	-16.9611	52.3669	71.6317	420.9719	Lyra-00365
Cygnus	43.1656	34.9463	-3.3587	63.9742	389.199	Cygnus-00366
Hydra	-16.8724	-46.8825	-38.3645	71.7316	407.933	Hydra-00367
Orion	-50.1484	47.5449	-0.3118	77.5518	417.7116	Orion-00368
Lyra	30.0634	-40.8413	46.0355	69.954	408.6632	Lyra-00369
Cygnus	42.0979	31.3029	-16.8868	62.2283	401.0349	Cygnus-00370
Hydra	-31.0259	-50.7273	-27.4247	73.556	422.9452	Hydra-00371
Orion	-36.6713	9.8859	22.5428	45.8297	367.1205	Orion-00372
Lyra	26.9133	-25.2366	44.0875	59.6082	391.9587	Lyra-00373
Cygnus	53.6771	6.0539	-30.1695	61.9744	400.6589	Cygnus-00374
Hydra	-28.9953	-58.7157	-28.9194	74.3475	414.9707	Hydra-00375
Orion	-55.3156	25.1988	26.5975	69.1481	398.7373	Orion-00376
Lyra	45.0869	-13.4847	39.0922	63.1511	401.6283	Lyra-00377
Cygnus	56.2745	31.918	-25.1437	73.1528	403.4898	Cygnus-00378
Hydra	-28.2308	-48.6159	-45.9037	74.5442	412.1096	Hydra-00379
Orion	-41.7186	32.135	14.6502	58.6808	383.8515	Orion-00380
Lyra	19.6647	-34.5734	40.6946	61.8329	390.4586	Lyra-00381
Cygnus	36.6048	28.5476	-19.2516	54.9375	383.2135	Cygnus-00382
Hydra	-11.13	-41.078	-38.4806	61.9696	390.2379	Hydra-00383
Orion	-36.2072	6.0083	-2.013	37.2772	346.5477	Orion-00384
Lyra	6.0128	-28.1118	42.7584	58.872	380.0297	Lyra-00385
Cygnus	52.6702	18.995	-17.6886	59.2922	388.2742	Cygnus-00386
Hydra	6.598	-46.7269	-14.5981	49.6824	375.3029	Hydra-00387
Orion	-58.6325	26.5777	14.7662	71.8598	392.8193	Orion-00388
Lyra	-13.6997	-15.8211	27.6506	42.8386	365.2618	Lyra-00389
Cygnus	38.3693	40.61	-32.7578	70.6464	400.8117	Cygnus-00390
Hydra	-23.284	-40.0069	-49.1892	74.0954	411.6641	Hydra-00391
Orion	-41.8789	18.5589	18.1661	55.3391	380.3295	Orion-00392
Lyra	9.724	-33.5867	46.7801	61.5192	386.6819	Lyra-00393
Cygnus	49.0183	48.5935	-25.7018	80.9379	422.7881	Cygnus-00394
Hydra	-35.2213	-38.3402	-32.6686	63.3181	393.2617	Hydra-00395
Orion	-39.351	19.558	-1.9502	44.4247	354.5727	Orion-00396
Lyra	20.1805	-42.0183	44.8142	72.435	414.5624	Lyra-00397
Cygnus	69.2333	33.809	-30.7172	89.5285	451.8535	Cygnus-00398
Hydra	-22.8138	-37.6677	-37.0438	60.2621	383.8083	Hydra-00399
Orion	-33.3065	26.7665	13.2679	45.2902	366.5112	Orion-00400
Lyra	41.5674	-36.5159	54.9336	81.8125	422.8243	Lyra-00401
Cygnus	22.0535	29.6814	-10.9864	45.6474	358.9534	Cygnus-00402
Hydra	-23.4641	-36.5155	-27.7009	58.2804	389.6057	Hydra-00403
Orion	-68.0951	21.5059	6.1809	78.9294	431.0078	Orion-00404
Lyra	37.1628	-38.6753	59.9167	81.6236	425.3828	Lyra-00405
Cygnus	53.2571	33.5805	-35.1083	79.7114	412.6772	Cygnus-00406
Hydra	-5.2201	-39.2874	-31.606	56.7552	386.5756	Hydra-00407
Orion	-59.1093	7.6663	17.8873	68.7492	413.1531	Orion-00408
Lyra	8.6843	-34.8188	50.1778	70.3026	402.5964	Lyra-00409
Cygnus	82.4574	31.2775	-19.6832	99.3561	458.1336	Cygnus-00410
Hydra	-28.0495	-44.9289	-40.347	74.8189	412.1984	Hydra-00411
Orion	-65.9304	11.5019	0.4951	70.1614	411.3412	Orion-00412
Lyra	20.2601	-22.8665	40.6286	59.6652	387.4442	Lyra-00413
Cygnus	35.1164	31.7767	-18.1512	54.444	375.0388	Cygnus-00414
Hydra	-24.8865	-48.283	-29.6608	70.3026	410.2467	Hydra-00415
Orion	-52.564	13.413	17.1818	60.3228	392.9716	Orion-00416
Lyra	28.4008	-41.2505	34.6111	63.194	386.2206	Lyra-00417
Cygnus	68.4122	3.4641	-33.6525	77.8339	414.6845	Cygnus-00418
Hydra	-15.5173	-52.8404	-36.7324	74.45	407.1848	Hydra-00419
Orion	-53.7558	15.4502	13.8106	65.2321	397.9856	Orion-00420
Lyra	34.311	-34.8196	44.769	73.8695	406.8029	Lyra-00421
Cygnus	54.9227	42.1254	-14.1245	74.0026	413.6137	Cygnus-00422
Hydra	-30.6511	-55.2483	-42.6006	80.5923	420.4578	Hydra-00423
Orion	-26.0796	18.5295	25.4099	43.3279	358.5383	Orion-00424
Lyra	23.5038	-31.2853	50.8518	71.4202	400.2707	Lyra-00425
Cygnus	58.8678	26.0115	-19.056	68.8478	405.8644	Cygnus-00426
Hydra	-33.4051	-48.0677	-34.8085	71.4606	414.6272	Hydra-00427
Orion	-52.2038	23.4709	17.9192	66.1332	398.7764	Orion-00428
Lyra	29.8555	-41.0309	53.7414	74.7538	406.6793	Lyra-00429
Cygnus	42.3572	37.0699	-23.6984	62.6155	392.9934	Cygnus-00430
Hydra	-31.42	-45.9904	-30.9679	71.4503	401.0399	Hydra-00431
Orion	-28.2348	25.5205	19.8705	50.7472	372.4374	Orion-00432
Lyra	33.6334	-39.626	48.7906	79.618	423.9926	Lyra-00433
Cygnus	61.8266	23.8229	-8.3525	69.6123	408.133	Cygnus-00434
Hydra	-5.708	-48.4283	-33.8146	62.9253	383.79	Hydra-00435
Orion	-36.4432	20.3337	13.0416	47.2248	376.3675	Orion-00436
Lyra	29.2617	-36.026	44.1947	72.9845	408.0794	Lyra-00437
Cygnus	50.6033	17.293	-21.4086	61.5365	390.4455	Cygnus-00438
Hydra	-11.4372	-54.4274	-30.489	66.9953	385.7629	Hydra-00439
Orion	-41.4713	15.1629	6.1783	49.0019	386.7933	Orion-00440
Lyra	8.5186	-18.2619	33.8419	45.3331	365.359	Lyra-00441
Cygnus	64.3482	34.4226	-21.1052	76.7057	409.0174	Cygnus-00442
Hydra	-8.5893	-35.0379	-44.0331	59.7741	380.2548	Hydra-00443
Orion	-41.0748	18.5858	8.5968	48.3242	372.2758	Orion-00444
Lyra	26.454	-26.2045	30.7817	51.9839	375.9822	Lyra-00445
Cygnus	65.5391	30.6704	-11.6705	76.2155	421.6594	Cygnus-00446
Hydra	-27.1228	-39.5851	-38.0785	69.3687	406.4994	Hydra-00447
Orion	-22.5392	7.4492	7.942	28.4583	329.6268	Orion-00448
Lyra	26.182	-26.0625	41.0063	59.1051	386.4829	Lyra-00449
Cygnus	42.3313	33.6155	-18.8127	59.4544	389.1412	Cygnus-00450
Hydra	-28.9701	-54.7798	-32.3939	72.6666	413.4885	Hydra-00451
Orion	-31.2743	15.1417	-2.3987	37.7956	340.6066	Orion-00452
Lyra	8.3081	-13.7662	64.3382	67.542	389.0386	Lyra-00453
Cygnus	37.7644	54.6233	-21.6403	78.525	426.3095	Cygnus-00454
Hydra	-11.08	-47.1021	-36.9153	66.0443	392.3196	Hydra-00455
Orion	-41.56	25.3889	15.3599	52.0912	368.2851	Orion-00456
Lyra	8.0033	-35.4105	30.6821	52.4835	371.9029	Lyra-00457
Cygnus	65.3075	26.0051	-27.7961	78.2127	414.5564	Cygnus-00458
Hydra	-26.1753	-63.4192	-30.821	79.7073	417.5695	Hydra-00459
Orion	-48.7745	11.9808	1.8118	57.3587	375.2593	Orion-00460
Lyra	60.9753	-14.9663	31.2275	74.6818	415.2173	Lyra-00461
Cygnus	64.4423	23.997	-37.5991	81.6089	424.0222	Cygnus-00462
Hydra	-8.6434	-51.7685	-36.2572	70.7114	405.3506	Hydra-00463
Orion	-47.414	11.3972	10.3346	58.7001	384.2193	Orion-00464
Lyra	15.8609	-39.3884	44.4406	65.3394	382.0291	Lyra-00465
Cygnus	62.7133	29.5157	-38.2169	84.3743	431.3873	Cygnus-00466
Hydra	-31.1554	-51.382	-49.7873	83.3328	436.522	Hydra-00467
Orion	-55.4483	17.9685	17.9105	64.7205	396.9304	Orion-00468
Lyra	25.1008	-31.8045	47.8096	65.4754	396.648	Lyra-00469
Cygnus	46.7721	30.4362	-34.3707	69.4823	405.7987	Cygnus-00470
Hydra	-21.0326	-52.9804	-39.1957	70.2138	416.782	Hydra-00471
Orion	-32.2512	7.1484	9.3345	43.1825	354.5032	Orion-00472
Lyra	21.2979	-24.7728	51.508	69.621	411.8114	Lyra-00473
Cygnus	54.5766	40.0157	-18.2206	73.9739	421.0176	Cygnus-00474
Hydra	1.8371	-43.0561	-28.4601	55.1443	386.8599	Hydra-00475
Orion	-43.619	13.5694	12.1967	47.8442	355.2077	Orion-00476
Lyra	36.4903	-21.7864	46.8403	67.3652	406.1742	Lyra-00477
Cygnus	51.3715	45.7506	-37.9025	83.9141	429.5613	Cygnus-00478
Hydra	-29.7646	-53.9173	-45.2267	81.9661	437.0086	Hydra-00479
Orion	-34.3261	3.4989	7.5587	36.0849	352.8717	Orion-00480
Lyra	25.5379	-26.9367	41.4328	61.8687	394.9502	Lyra-00481
Cygnus	37.8178	28.1726	-16.8888	51.7629	377.671	Cygnus-00482
Hydra	-26.6129	-53.8654	-53.4204	85.3899	413.3332	Hydra-00483
Orion	-47.2235	18.2723	8.4173	51.8127	379.3001	Orion-00484
Lyra	20.0744	-30.0939	55.029	74.529	422.493	Lyra-00485
Cygnus	39.4957	28.6307	-29.1612	64.3921	390.2028	Cygnus-00486
Hydra	-23.2129	-45.7034	-15.8159	56.2738	383.249	Hydra-00487
Orion	-44.6271	31.3491	18.4353	64.2517	401.4302	Orion-00488
Lyra	22.8443	-45.7011	48.7483	77.5936	421.5976	Lyra-00489
Cygnus	56.6112	23.1756	-24.0495	72.1999	408.3895	Cygnus-00490
Hydra	-45.6084	-52.6209	-21.5166	79.6459	430.1406	Hydra-00491
Orion	-53.8784	48.7454	3.9247	80.1131	425.9292	Orion-00492
Lyra	-13.2771	-19.9572	45.1868	58.4473	380.8496	Lyra-00493
Cygnus	43.049	24.0924	-28.7841	58.6093	377.2609	Cygnus-00494
Hydra	-12.0677	-40.3191	-32.893	56.5728	383.8537	Hydra-00495
Orion	-45.5299	32.274	3.1329	58.5003	393.6787	Orion-00496
Lyra	19.1735	-17.6437	55.1139	61.8198	390.4518	Lyra-00497
Cygnus	69.2543	25.9016	-2.3819	81.7813	418.039	Cygnus-00498
Hydra	-3.2334	-33.9031	-33.9707	55.5591	389.4655	Hydra-00499
Orion	-40.7495	4.1472	-1.1805	43.3955	358.6331	Orion-00500
Lyra	9.1582	-25.335	28.9365	40.3733	343.4725	Lyra-00501
Cygnus	42.0706	28.1395	-14.5336	61.2115	387.9381	Cygnus-00502
Hydra	-18.4802	-45.2721	-30.8765	64.4095	386.3021	Hydra-00503
Orion	-54.1308	20.5928	10.3169	63.637	396.2343	Orion-00504
Lyra	23.0253	-23.0936	45.5561	63.4804	398.874	Lyra-00505
Cygnus	45.7477	38.4338	-34.676	72.1765	407.1256	Cygnus-00506
Hydra	-19.4975	-48.6556	-19.7206	60.14	394.4026	Hydra-00507
Orion	-24.3514	31.9842	11.6243	50.4685	370.9228	Orion-00508
Lyra	27.1311	-15.1209	55.5931	65.1123	403.6109	Lyra-00509
Cygnus	63.6705	25.1602	-30.4522	78.2752	417.1345	Cygnus-00510
Hydra	-13.7925	-48.3248	-39.0254	69.9228	408.967	Hydra-00511
Orion	-40.6177	29.0633	11.8892	55.6315	379.8687	Orion-00512
Lyra	26.073	-26.5286	43.4662	63.4694	393.5034	Lyra-00513
Cygnus	67.0921	3.8672	-29.733	74.1246	414.9225	Cygnus-00514
Hydra	-33.1222	-35.0708	-26.4032	62.9214	396.3803	Hydra-00515
Orion	-26.7377	32.2286	12.1256	52.5326	371.3518	Orion-00516
Lyra	32.2098	-19.7553	62.4174	76.9244	418.9267	Lyra-00517
Cygnus	50.9396	19.5791	-20.573	64.5009	401.1328	Cygnus-00518
Hydra	-15.4165	-48.4995	-22.8195	61.079	395.8589	Hydra-00519
Orion	-62.213	32.4319	10.0142	73.3628	415.0794	Orion-00520
Lyra	33.669	-25.0705	32.8637	60.3226	383.7564	Lyra-00521
Cygnus	44.0805	10.8189	-30.0511	59.0951	382.1058	Cygnus-00522
Hydra	-40.5348	-47.0799	-35.1196	79.4463	424.9317	Hydra-00523
Orion	-25.6014	14.1592	23.3737	42.7919	361.6189	Orion-00524
Lyra	-2.073	-34.3156	61.1914	71.375	407.3236	Lyra-00525
Cygnus	60.9149	21.4252	-33.3319	79.5328	429.9651	Cygnus-00526
Hydra	-0.6552	-50.0831	-30.5874	61.0481	390.1215	Hydra-00527
Orion	-38.0442	18.8089	14.9233	50.6442	364.2439	Orion-00528
Lyra	7.9646	-31.0687	42.6455	58.1895	382.3656	Lyra-00529
Cygnus	44.8232	23.156	-30.2081	60.6323	395.8156	Cygnus-00530
Hydra	-11.5327	-59.5479	-47.9631	84.8374	438.1018	Hydra-00531
Orion	-43.3197	15.7172	8.2052	54.4258	368.7581	Orion-00532
Lyra	24.7779	-29.8491	35.6518	58.1669	387.3391	Lyra-00533
Cygnus	46.6879	41.9221	-25.2715	74.0163	410.2083	Cygnus-00534
Hydra	-20.0749	-51.2773	-22.2843	66.4519	397.4894	Hydra-00535
Orion	-43.3889	12.0192	25.3345	54.0802	384.829	Orion-00536
Lyra	38.6638	-43.2366	65.1155	89.6506	443.3675	Lyra-00537
Cygnus	74.2448	36.2122	-29.5178	91.8174	444.1582	Cygnus-00538
Hydra	-24.3817	-39.8384	-40.4687	64.0964	393.0297	Hydra-00539
Orion	-32.0747	23.9933	10.9841	46.114	358.7474	Orion-00540
Lyra	41.2134	-26.4078	44.3548	69.5019	411.8781	Lyra-00541
Cygnus	68.7078	46.3153	-17.0172	92.8154	441.1261	Cygnus-00542
Hydra	-18.7689	-56.476	-38.9545	77.6111	425.3026	Hydra-00543
Orion	-42.7294	22.3425	2.2506	56.388	386.577	Orion-00544
Lyra	32.3424	-11.9214	75.3792	83.5068	428.577	Lyra-00545
Cygnus	46.2425	30.205	-21.3015	64.1764	391.0957	Cygnus-00546
Hydra	-11.6362	-45.7449	-40.4954	67.7967	400.0409	Hydra-00547
Orion	-55.7465	20.5362	-3.7791	61.2877	390.7485	Orion-00548
Lyra	36.8432	-40.1548	44.0349	73.7538	413.4353	Lyra-00549
Cygnus	54.2371	38.2289	-13.0322	76.1825	406.7357	Cygnus-00550
Hydra	1.9027	-45.8537	-22.879	52.2155	366.1283	Hydra-00551
Orion	-52.5951	16.3933	7.5322	64.5759	396.3421	Orion-00552
Lyra	20.1037	-33.9182	57.8952	74.724	408.4263	Lyra-00553
Cygnus	50.2065	21.9954	-21.5532	59.7587	387.1632	Cygnus-00554
Hydra	-4.9563	-34.3844	-23.404	45.8027	365.9659	Hydra-00555
Orion	-33.7159	16.4844	11.3959	46.4294	368.7797	Orion-00556
Lyra	14.7503	-46.6297	40.3813	64.0958	399.7224	Lyra-00557
Cygnus	59.928	47.102	-30.9297	83.7388	428.9602	Cygnus-00558
Hydra	-32.5961	-43.4711	-66.0716	87.4123	433.8703	Hydra-00559
Orion	-44.3894	22.982	15.1611	58.409	387.5405	Orion-00560
Lyra	27.7917	-41.4378	59.2546	80.4135	427.6042	Lyra-00561
Cygnus	59.6897	32.4538	-31.7914	81.1067	431.6622	Cygnus-00562
Hydra	-20.2565	-17.7787	-23.9495	40.1251	353.4105	Hydra-00563
Orion	-42.1152	10.3693	-7.2094	45.2262	363.9656	Orion-00564
Lyra	46.546	-29.4617	50.2295	81.9618	427.1841	Lyra-00565
Cygnus	38.6713	40.8676	-35.3346	68.7686	397.5284	Cygnus-00566
Hydra	-17.3145	-47.3182	-19.3252	57.9563	389.4235	Hydra-00567
Orion	-27.7437	29.9618	15.5573	44.0815	354.6172	Orion-00568
Lyra	14.7987	-29.7592	28.7636	47.509	360.5277	Lyra-00569
Cygnus	70.2281	31.5827	-21.7377	81.6968	430.7447	Cygnus-00570
Hydra	-22.8638	-25.5007	-19.1409	41.4474	356.4062	Hydra-00571
Orion	-45.9191	28.7651	8.0112	57.2918	382.4588	Orion-00572
Lyra	27.3457	-25.076	55.6407	72.5534	405.7369	Lyra-00573
Cygnus	57.8707	17.5412	-12.1141	64.9042	396.1309	Cygnus-00574
Hydra	-28.5361	-48.4212	-25.6452	65.274	393.7961	Hydra-00575
Orion	-38.0574	24.6826	15.7743	55.0322	391.5762	Orion-00576
Lyra	54.3178	-20.7188	27.1188	73.1456	409.7795	Lyra-00577
Cygnus	58.7018	28.2475	-29.763	78.9682	418.2047	Cygnus-00578
Hydra	-13.9962	-47.8334	-25.6685	63.6792	394.5269	Hydra-00579
Orion	-37.9845	7.5324	25.0727	47.7173	356.075	Orion-00580
Lyra	8.1306	-37.7647	38.7029	54.9365	366.3087	Lyra-00581
Cygnus	45.9342	11.392	-34.8254	60.4524	385.8098	Cygnus-00582
Hydra	3.7125	-47.3115	-41.8808	67.7082	402.1266	Hydra-00583
Orion	-34.9046	21.6152	14.3962	43.5124	365.5181	Orion-00584
Lyra	28.3403	-34.3301	55.8722	79.7073	430.4422	Lyra-00585
Cygnus	59.7147	21.0187	-9.4114	72.2566	411.1565	Cygnus-00586
Hydra	-13.6837	-68.3779	-13.2651	74.3464	402.109	Hydra-00587
Orion	-34.0318	15.5648	17.0502	42.3515	359.2486	Orion-00588
Lyra	33.738	-15.4858	49.4793	67.6994	387.1203	Lyra-00589
Cygnus	65.7212	48.7285	-32.3254	95.0527	438.1587	Cygnus-00590
Hydra	-15.4201	-33.8422	-30.1054	54.0443	381.8617	Hydra-00591
Orion	-27.8426	29.6652	37.3225	58.7349	381.0983	Orion-00592
Lyra	56.2203	-32.0125	59.7487	96.3543	455.0844	Lyra-00593
Cygnus	63.1156	27.3258	-52.4017	87.7309	432.2728	Cygnus-00594
Hydra	-18.1833	-51.0115	-29.541	69.6564	404.9796	Hydra-00595
Orion	-29.307	24.3307	0.9007	42.1208	346.2153	Orion-00596
Lyra	20.2378	-24.6401	50.4358	60.642	391.065	Lyra-00597
Cygnus	64.4161	29.0735	-27.8983	83.9413	415.3666	Cygnus-00598
Hydra	-30.2623	-45.5733	-38.8549	71.4156	407.7568	Hydra-00599
Orion	-29.0391	6.0966	9.2863	31.7548	333.8585	Orion-00600
Lyra	27.9181	-39.0604	30.8892	57.7579	397.378	Lyra-00601
Cygnus	56.9685	34.784	-26.0519	79.7353	416.0206	Cygnus-00602
Hydra	-7.3427	-40.3531	-41.1917	58.4085	380.6235	Hydra-00603
Orion	-36.0798	16.2084	16.1283	43.6265	356.2875	Orion-00604
Lyra	23.0687	-25.2292	38.7546	58.2476	375.7682	Lyra-00605
Cygnus	52.0204	37.1461	-24.7269	73.6833	414.5386	Cygnus-00606
Hydra	-13.7977	-51.3081	-42.0224	70.3915	411.5671	Hydra-00607
Orion	-52.3949	4.521	12.9038	55.687	381.5389	Orion-00608
Lyra	20.0872	-28.2847	47.5309	62.422	388.0761	Lyra-00609
Cygnus	39.0292	29.7669	-16.2688	53.3749	380.1497	Cygnus-00610
Hydra	-10.387	-51.336	-40.761	70.5537	408.564	Hydra-00611
Orion	-40.6403	25.2327	27.5667	61.2181	393.9781	Orion-00612
Lyra	30.913	-26.2623	15.8797	48.8677	363.8565	Lyra-00613
Cygnus	28.3926	22.1074	-19.8616	45.9214	356.9779	Cygnus-00614
Hydra	-6.8798	-55.8518	-23.3451	61.6347	386.3231	Hydra-00615
Orion	-30.9784	11.826	-3.8945	40.5909	352.8935	Orion-00616
Lyra	15.1742	-40.5188	54.1485	70.8674	414.4851	Lyra-00617
Cygnus	81.0729	26.787	-23.2885	92.313	443.2549	Cygnus-00618
Hydra	-5.6732	-46.7275	-19.8638	58.5972	385.3304	Hydra-00619
Orion	-43.37	40.0996	15.5003	64.56	395.0604	Orion-00620
Lyra	11.3436	-25.1888	41.8519	58.0083	390.9675	Lyra-00621
Cygnus	57.649	13.0908	-38.1434	74.0841	412.4671	Cygnus-00622
Hydra	-11.244	-38.7351	-33.0774	60.4871	374.6787	Hydra-00623
Orion	-46.0565	16.6514	9.6919	53.0188	382.6753	Orion-00624
Lyra	12.2229	-26.5988	31.4771	43.3221	358.7234	Lyra-00625
Cygnus	51.9756	34.0887	-37.011	72.6907	405.0205	Cygnus-00626
Hydra	-9.3202	-51.7758	-32.5869	70.1705	416.2064	Hydra-00627
Orion	-39.8059	16.674	16.1338	48.5973	362.8268	Orion-00628
Lyra	-1.5359	-30.0498	64.925	72.7679	417.9814	Lyra-00629
Cygnus	62.0768	27.8134	-22.3111	75.3393	411.386	Cygnus-00630
Hydra	-21.748	-49.8935	-30.2891	68.9563	414.9773	Hydra-00631
Orion	-40.7375	1.0869	16.7657	45.4967	355.3803	Orion-00632
Lyra	15.8502	-20.8053	56.9333	70.5678	415.8403	Lyra-00633
Cygnus	61.0969	30.1913	-14.6159	71.9446	399.5889	Cygnus-00634
Hydra	-47.2873	-39.4237	-36.6642	79.0676	417.714	Hydra-00635
Orion	-62.7577	17.4649	14.2583	70.0369	407.116	Orion-00636
Lyra	16.5861	-33.3689	50.7573	66.1152	393.2081	Lyra-00637
Cygnus	63.4396	42.8255	-25.0827	83.1122	420.4338	Cygnus-00638
Hydra	-22.7556	-42.7119	-55.3455	81.2344	419.4105	Hydra-00639
Orion	-52.4553	6.8774	10.7643	54.1687	383.6181	Orion-00640
Lyra	25.0672	-47.8818	68.0812	92.7521	447.6921	Lyra-00641
Cygnus	51.573	28.158	-25.3216	66.7321	410.9672	Cygnus-00642
Hydra	2.5278	-49.4521	-44.9805	70.0349	408.7493	Hydra-00643
Orion	-42.1197	25.6243	5.9049	53.2286	365.7722	Orion-00644
Lyra	30.1211	-25.5348	35.6504	56.5682	371.9789	Lyra-00645
Cygnus	44.3152	19.7655	-26.3163	55.7748	383.1325	Cygnus-00646
Hydra	-1.5065	-46.9667	-28.9527	61.594	387.3004	Hydra-00647
Orion	-33.7332	12.693	22.97	50.8366	379.7701	Orion-00648
Lyra	29.3579	-49.4158	29.9219	70.9274	402.4838	Lyra-00649
Cygnus	49.1703	12.2044	-15.1368	56.6423	381.8821	Cygnus-00650
Hydra	-19.7405	-44.8225	-36.5108	62.7975	385.4881	Hydra-00651
Orion	-42.9912	12.6571	-2.1868	53.0278	373.179	Orion-00652
Lyra	15.0877	-39.848	53.9232	76.6141	408.4117	Lyra-00653
Cygnus	55.1968	32.805	-19.5971	74.4086	417.278	Cygnus-00654
Hydra	-17.3514	-52.3789	-38.2333	67.9334	397.3747	Hydra-00655
Orion	-55.7961	32.1764	4.6784	67.5606	411.5059	Orion-00656
Lyra	20.1911	-21.2609	52.5253	67.9524	396.8708	Lyra-00657
Cygnus	35.3247	20.8075	-10.9992	46.9516	369.9609	Cygnus-00658
Hydra	-11.7177	-51.5235	-34.8267	70.9722	409.6588	Hydra-00659
Orion	-37.4188	22.2838	1.9751	51.7558	377.3673	Orion-00660
Lyra	11.2736	-28.8751	40.2574	55.1969	369.1715	Lyra-00661
Cygnus	47.665	24.3955	-25.7066	61.8581	390.9082	Cygnus-00662
Hydra	-17.4192	-52.5955	-32.7521	71.2337	401.2909	Hydra-00663
Orion	-24.8248	26.4844	3.3533	45.1425	356.7208	Orion-00664
Lyra	19.2484	-29.738	46.2349	58.372	390.5776	Lyra-00665
Cygnus	45.1022	41.9562	-20.4567	70.5479	415.3822	Cygnus-00666
Hydra	-17.8801	-33.0325	-36.6936	55.9617	383.3456	Hydra-00667
Orion	-47.9318	15.0437	15.7901	55.2777	374.9843	Orion-00668
Lyra	18.6473	-44.4253	31.9854	66.79	410.9125	Lyra-00669
Cygnus	36.8925	48.5546	-29.849	76.4266	420.5669	Cygnus-00670
Hydra	-5.0603	-51.8439	-31.2267	61.9139	401.0268	Hydra-00671
Orion	-43.1333	8.9687	15.4464	52.54	379.579	Orion-00672
Lyra	39.9383	-27.3764	43.6271	65.6129	405.5206	Lyra-00673
Cygnus	68.515	28.585	-26.0436	84.8822	431.8031	Cygnus-00674
Hydra	-27.797	-41.4821	-44.9146	68.5403	401.3805	Hydra-00675
Orion	-47.9915	4.6359	6.91	54.6699	386.7874	Orion-00676
Lyra	18.6774	-16.2746	58.5272	64.4984	404.6799	Lyra-00677
Cygnus	51.5731	23.2582	-20.4497	61.9453	393.3691	Cygnus-00678
Hydra	-15.938	-40.9502	-38.9143	65.0273	396.4655	Hydra-00679
Orion	-42.7589	20.0725	6.3461	56.0584	380.9988	Orion-00680
Lyra	20.6214	-30.454	34.5482	57.9776	372.8392	Lyra-00681
Cygnus	49.7995	24.4097	-14.829	63.9204	398.9094	Cygnus-00682
Hydra	-10.2214	-41.4013	-30.1285	54.8778	396.6143	Hydra-00683
Orion	-48.0803	19.1105	13.5306	56.0941	382.4845	Orion-00684
Lyra	25.0331	-40.6013	43.5909	71.4403	405.9187	Lyra-00685
Cygnus	68.9295	32.7797	-27.3435	84.2946	428.5918	Cygnus-00686
Hydra	-30.2722	-41.9489	-31.3554	67.8266	400.2551	Hydra-00687
Orion	-37.633	25.7857	19.1049	52.9299	374.1526	Orion-00688
Lyra	33.2595	-44.3799	33.3325	65.7232	389.6803	Lyra-00689
Cygnus	51.5488	25.6993	-18.9632	64.3852	394.643	Cygnus-00690
Hydra	-38.6123	-56.5742	-37.2565	81.3895	423.0841	Hydra-00691
Orion	-44.2295	20.1951	2.2716	57.436	372.8843	Orion-00692
Lyra	34.0331	-19.8049	49.7787	63.8835	399.0143	Lyra-00693
Cygnus	52.3972	35.5976	-28.5132	76.3747	408.8081	Cygnus-00694
Hydra	-30.0529	-51.0395	-20.4708	65.7125	397.0459	Hydra-00695
Orion	-59.7639	15.9225	24.2425	68.6672	408.5775	Orion-00696
Lyra	10.3062	-18.5383	28.3089	40.3986	360.3079	Lyra-00697
Cygnus	57.5426	28.7207	-29.2949	78.3094	418.2085	Cygnus-00698
Hydra	-0.3809	-64.9284	-20.8022	70.3485	409.7907	Hydra-00699
Orion	-39.3157	17.5924	13.8133	48.8625	376.4415	Orion-00700
Lyra	21.9932	-22.5943	46.8604	64.1903	389.3371	Lyra-00701
Cygnus	47.9917	30.3839	-38.3555	69.4623	405.1763	Cygnus-00702
Hydra	-30.5721	-39.8226	-29.6064	63.7219	394.7022	Hydra-00703
Orion	-49.8595	12.1646	4.5541	57.5669	383.4066	Orion-00704
Lyra	33.3003	-34.173	51.9248	74.6088	415.7211	Lyra-00705
Cygnus	34.1036	22.9981	-43.3592	66.2093	400.6518	Cygnus-00706
Hydra	-7.1808	-38.4632	-32.8058	58.5297	390.7505	Hydra-00707
Orion	-34.2855	16.5974	-0.7755	38.5115	348.0349	Orion-00708
Lyra	23.9783	-27.0196	40.9663	55.5818	370.6601	Lyra-00709
Cygnus	47.2848	25.1762	-15.8966	59.9918	385.4404	Cygnus-00710
Hydra	-14.0806	-61.6755	-25.1685	76.4247	421.454	Hydra-00711
Orion	-32.5296	5.6307	13.797	41.7065	348.5694	Orion-00712
Lyra	28.5664	-32.7096	28.3517	52.3002	374.1947	Lyra-00713
Cygnus	67.9169	23.8633	-33.7672	87.8039	438.8123	Cygnus-00714
